competition,score,team,benchmark
tabular-playground-series-jun-2021,1.73919,Abid Ali Awan,mle_bench
tabular-playground-series-jun-2021,1.73919,Stay Silence,mle_bench
tabular-playground-series-jun-2021,1.73919,grayjay,mle_bench
tabular-playground-series-jun-2021,1.73920,JustNJUNobody,mle_bench
tabular-playground-series-jun-2021,1.73920,Kaslnarian Welt,mle_bench
tabular-playground-series-jun-2021,1.73921,Koearn,mle_bench
tabular-playground-series-jun-2021,1.73921,Yue Sun,mle_bench
tabular-playground-series-jun-2021,1.73922,alperylmz,mle_bench
tabular-playground-series-jun-2021,1.73922,Johan David,mle_bench
tabular-playground-series-jun-2021,1.73922,David Roberts,mle_bench
tabular-playground-series-jun-2021,1.73923,Welt Xing,mle_bench
tabular-playground-series-jun-2021,1.73923,slyzszg,mle_bench
tabular-playground-series-jun-2021,1.73923,joo hyuk Lee,mle_bench
tabular-playground-series-jul-2021,0.03527,Laura Desplans,mle_bench
tabular-playground-series-jul-2021,0.03534,VitalyGatsko,mle_bench
tabular-playground-series-jul-2021,0.03570,CynthV,mle_bench
tabular-playground-series-jul-2021,0.03595,Shyam Valsan,mle_bench
tabular-playground-series-jul-2021,0.03655,[Deleted] cb45b7dc-0206-4c76-a814-9d50e36ac4eb,mle_bench
tabular-playground-series-jul-2021,0.03665,kokido,mle_bench
tabular-playground-series-jul-2021,0.03666,Sol,mle_bench
tabular-playground-series-jul-2021,0.03667,Seyed ali hejazyan,mle_bench
tabular-playground-series-jul-2021,0.03667,SeongwookLee,mle_bench
tabular-playground-series-jul-2021,0.03669,Kimi Sailing on a Reed,mle_bench
tabular-playground-series-jul-2021,0.03670,Akmal Mir,mle_bench
tabular-playground-series-jul-2021,0.03680,Jun Hyeok Park,mle_bench
tabular-playground-series-jul-2021,0.03680,mani moses,mle_bench
tabular-playground-series-jul-2021,0.03682,Prevision.io,mle_bench
tabular-playground-series-jul-2021,0.03685,Harsh Kaushik,mle_bench
tabular-playground-series-jul-2021,0.03685,Vitor Mello,mle_bench
tabular-playground-series-jul-2021,0.03685,Kamal Das,mle_bench
tabular-playground-series-jul-2021,0.03685,Rijndael,mle_bench
tabular-playground-series-jul-2021,0.03685,slyzszg,mle_bench
tabular-playground-series-jul-2021,0.03685,Gautam Gottipati,mle_bench
tabular-playground-series-aug-2021,7.79559,Ivan Kontic,mle_bench
tabular-playground-series-aug-2021,7.79568,Laurent Pourchot,mle_bench
tabular-playground-series-aug-2021,7.79607,I want to play a game...,mle_bench
tabular-playground-series-aug-2021,7.79609,kailai,mle_bench
tabular-playground-series-aug-2021,7.79797,yoyoball,mle_bench
tabular-playground-series-aug-2021,7.79819,Laura Desplans,mle_bench
tabular-playground-series-aug-2021,7.79819,Ekaterina Dranitsyna,mle_bench
tabular-playground-series-aug-2021,7.79820,Svyatoslav Grechnikov,mle_bench
tabular-playground-series-aug-2021,7.79820,Karim Negm,mle_bench
tabular-playground-series-aug-2021,7.79821,Zheyu Ye,mle_bench
tabular-playground-series-aug-2021,7.79821,Koearn,mle_bench
tabular-playground-series-aug-2021,7.79823,KritiDoneria,mle_bench
tabular-playground-series-aug-2021,7.79823,fuinki,mle_bench
tabular-playground-series-aug-2021,7.79823,Vatican Cameos,mle_bench
tabular-playground-series-aug-2021,7.79823,Yash Patel,mle_bench
tabular-playground-series-aug-2021,7.79823,Jonathan Paserman,mle_bench
tabular-playground-series-aug-2021,7.79824,Andrey Shtrauss,mle_bench
tabular-playground-series-aug-2021,7.79824,6.81392=7.940163,mle_bench
tabular-playground-series-aug-2021,7.79824,Shunsuke Nishijima,mle_bench
tabular-playground-series-aug-2021,7.79825,Miguel Quiceno,mle_bench
tabular-playground-series-sep-2021,0.81775,Laurent Pourchot,mle_bench
tabular-playground-series-sep-2021,0.81771,Vasileios Konstantakos,mle_bench
tabular-playground-series-sep-2021,0.81762,Hikmet Sezen,mle_bench
tabular-playground-series-sep-2021,0.81759,yogesh pant,mle_bench
tabular-playground-series-sep-2021,0.81759,submission.csv,mle_bench
tabular-playground-series-sep-2021,0.81758,Ankit kalauni,mle_bench
tabular-playground-series-sep-2021,0.81757,Steven Ferrer,mle_bench
tabular-playground-series-sep-2021,0.81756,Octaplus,mle_bench
tabular-playground-series-sep-2021,0.81756,when September ends,mle_bench
tabular-playground-series-sep-2021,0.81755,Oscar Takeshita,mle_bench
tabular-playground-series-sep-2021,0.81754,kailai,mle_bench
tabular-playground-series-sep-2021,0.81752,tester.csv,mle_bench
tabular-playground-series-sep-2021,0.81752,Javier Vallejos,mle_bench
tabular-playground-series-sep-2021,0.81752,Martynov Andrey,mle_bench
tabular-playground-series-sep-2021,0.81752,Youri Matiounine,mle_bench
tabular-playground-series-sep-2021,0.81751,Craig Thomas,mle_bench
tabular-playground-series-sep-2021,0.81748,lilkaskitc,mle_bench
tabular-playground-series-sep-2021,0.81747,Dawid Sroczyk,mle_bench
tabular-playground-series-sep-2021,0.81746,KAZUYA,mle_bench
tabular-playground-series-sep-2021,0.81746,Dream Crushers - Solvers Club,mle_bench
tabular-playground-series-oct-2021,0.85675,[Deleted] 851a5566-ae5c-4aa5-822d-733ed10e95b9,mle_bench
tabular-playground-series-oct-2021,0.85673,Vasileios Konstantakos,mle_bench
tabular-playground-series-oct-2021,0.85662,Prevision.io,mle_bench
tabular-playground-series-oct-2021,0.85661,Mottchan,mle_bench
tabular-playground-series-oct-2021,0.85660,Laurent Pourchot,mle_bench
tabular-playground-series-oct-2021,0.85660,GB4 GB4,mle_bench
tabular-playground-series-oct-2021,0.85658,MariPuri,mle_bench
tabular-playground-series-oct-2021,0.85657,xclimx,mle_bench
tabular-playground-series-oct-2021,0.85653,Adam Wurdits,mle_bench
tabular-playground-series-oct-2021,0.85653,DLastStark,mle_bench
tabular-playground-series-oct-2021,0.85653,Akmal Mir,mle_bench
tabular-playground-series-oct-2021,0.85652,kailai,mle_bench
tabular-playground-series-oct-2021,0.85651,Joe Cooper,mle_bench
tabular-playground-series-oct-2021,0.85651,Maximiliano Diaz Battan,mle_bench
tabular-playground-series-oct-2021,0.85650,Thierry Neusius,mle_bench
tabular-playground-series-oct-2021,0.85649,data2science,mle_bench
tabular-playground-series-oct-2021,0.85648,Hikmet Sezen,mle_bench
tabular-playground-series-oct-2021,0.85648,Coderrexe,mle_bench
tabular-playground-series-oct-2021,0.85648,SM,mle_bench
tabular-playground-series-oct-2021,0.85648,[Deleted] fed05b91-f5f9-49be-9939-4e45a9da5bfe,mle_bench
tabular-playground-series-nov-2021,0.75318,JayJay,mle_bench
tabular-playground-series-nov-2021,0.75263,GB4 GB4,mle_bench
tabular-playground-series-nov-2021,0.75251,AmbrosM,mle_bench
tabular-playground-series-nov-2021,0.75249,Laurent Pourchot,mle_bench
tabular-playground-series-nov-2021,0.75243,Andrew Kushnerov,mle_bench
tabular-playground-series-nov-2021,0.75243,keysersoze309,mle_bench
tabular-playground-series-nov-2021,0.75242,grayjay,mle_bench
tabular-playground-series-nov-2021,0.75241,Jess,mle_bench
tabular-playground-series-nov-2021,0.75239,SYANG,mle_bench
tabular-playground-series-nov-2021,0.75236,QiShanYiXiao,mle_bench
tabular-playground-series-nov-2021,0.75235,DS,mle_bench
tabular-playground-series-nov-2021,0.75218,Marcin Pietrzycki,mle_bench
tabular-playground-series-nov-2021,0.75217,Omar Bougacha,mle_bench
tabular-playground-series-nov-2021,0.75210,He Huang,mle_bench
tabular-playground-series-nov-2021,0.75203,Akmal Mir,mle_bench
tabular-playground-series-nov-2021,0.75198,Remek Kinas,mle_bench
tabular-playground-series-nov-2021,0.75193,HyeonJeong,mle_bench
tabular-playground-series-nov-2021,0.75181,Guler Kaya,mle_bench
tabular-playground-series-nov-2021,0.75178,Jonny Cooper,mle_bench
tabular-playground-series-nov-2021,0.75176,Vanguard,mle_bench
tabular-playground-series-dec-2021,0.95672,Willis Danielson,mle_bench
tabular-playground-series-dec-2021,0.95668,Sergey Saharovskiy,mle_bench
tabular-playground-series-dec-2021,0.95668,Marina Sakharovskaia ,mle_bench
tabular-playground-series-dec-2021,0.95665,Vlad Vanyushkin,mle_bench
tabular-playground-series-dec-2021,0.95664,casati8,mle_bench
tabular-playground-series-dec-2021,0.95664,Andrew Schleiss,mle_bench
tabular-playground-series-dec-2021,0.95661,KHcloudwave,mle_bench
tabular-playground-series-dec-2021,0.95661,M.T.Davis,mle_bench
tabular-playground-series-dec-2021,0.95660,Mehran Kazeminia,mle_bench
tabular-playground-series-dec-2021,0.95660,JiangChen,mle_bench
tabular-playground-series-dec-2021,0.95660,Ryuichi Aida,mle_bench
tabular-playground-series-dec-2021,0.95660,Will Clare,mle_bench
tabular-playground-series-dec-2021,0.95660,scalefreeus,mle_bench
tabular-playground-series-dec-2021,0.95660,Md Zisun,mle_bench
tabular-playground-series-dec-2021,0.95660,Craig Thomas,mle_bench
tabular-playground-series-dec-2021,0.95659,hisa koro,mle_bench
tabular-playground-series-dec-2021,0.95659,hi,mle_bench
tabular-playground-series-dec-2021,0.95659,Jerry Zhu,mle_bench
tabular-playground-series-dec-2021,0.95659,Taku,mle_bench
tabular-playground-series-dec-2021,0.95659,zexuan deng,mle_bench
tabular-playground-series-jan-2022,4.58941,AmbrosM,mle_bench
tabular-playground-series-jan-2022,4.63253,parth.tiwary,mle_bench
tabular-playground-series-jan-2022,4.63648,ZhangOS,mle_bench
tabular-playground-series-jan-2022,4.64279,Premkumar7,mle_bench
tabular-playground-series-jan-2022,4.66955,🐢 Jun Koda,mle_bench
tabular-playground-series-jan-2022,4.68740,ma 127,mle_bench
tabular-playground-series-jan-2022,4.73763,Students,mle_bench
tabular-playground-series-jan-2022,4.74631,Pat Hornchaiya,mle_bench
tabular-playground-series-jan-2022,4.75792,Pardeep Singh,mle_bench
tabular-playground-series-jan-2022,4.78170,Neel,mle_bench
tabular-playground-series-jan-2022,4.79556,aldparis,mle_bench
tabular-playground-series-jan-2022,4.81958,takatsumao,mle_bench
tabular-playground-series-jan-2022,4.82022,Patrick Blackwill,mle_bench
tabular-playground-series-jan-2022,4.82045,Pradeep Chandra Suyal,mle_bench
tabular-playground-series-jan-2022,4.83504,Tortorelli,mle_bench
tabular-playground-series-jan-2022,4.83801,Samuel Cortinhas,mle_bench
tabular-playground-series-jan-2022,4.83801,numberhe,mle_bench
tabular-playground-series-jan-2022,4.83905,maxsarmento,mle_bench
tabular-playground-series-jan-2022,4.84306,Dot Line Inc,mle_bench
tabular-playground-series-jan-2022,4.84717,Dror Pipano,mle_bench
tabular-playground-series-feb-2022,0.99239,AmbrosM,mle_bench
tabular-playground-series-feb-2022,0.99228,JamieWallis,mle_bench
tabular-playground-series-feb-2022,0.99098,Ozzy,mle_bench
tabular-playground-series-feb-2022,0.99089,kaggle_fckers,mle_bench
tabular-playground-series-feb-2022,0.99042,lqdisme,mle_bench
tabular-playground-series-feb-2022,0.99027,Kanra,mle_bench
tabular-playground-series-feb-2022,0.99018,Александра Филимонова,mle_bench
tabular-playground-series-feb-2022,0.98990,MarsDavletshin,mle_bench
tabular-playground-series-feb-2022,0.98990,Smoke Bellew,mle_bench
tabular-playground-series-feb-2022,0.98987,Sy-Tuan Nguyen,mle_bench
tabular-playground-series-feb-2022,0.98987,1st Student of Ambrosm - Akmal,mle_bench
tabular-playground-series-feb-2022,0.98983,Patrick Blackwill,mle_bench
tabular-playground-series-feb-2022,0.98982,phycoder,mle_bench
tabular-playground-series-feb-2022,0.98979,Adeyinka Michael Sotunde,mle_bench
tabular-playground-series-feb-2022,0.98979,Jonathan McKinney,mle_bench
tabular-playground-series-feb-2022,0.98979,Arno Candel,mle_bench
tabular-playground-series-feb-2022,0.98979,Kush Trivedi,mle_bench
tabular-playground-series-feb-2022,0.98979,haudwig,mle_bench
tabular-playground-series-feb-2022,0.98979,Beaudelaire,mle_bench
tabular-playground-series-feb-2022,0.98979,Hamza,mle_bench
tabular-playground-series-mar-2022,5.900,El Conde de Ñáñaño,mle_bench
tabular-playground-series-mar-2022,5.901,iamagoose,mle_bench
tabular-playground-series-mar-2022,5.903,TheOriginalGuesstimator,mle_bench
tabular-playground-series-mar-2022,5.911,HyeinKim,mle_bench
tabular-playground-series-mar-2022,5.920,Li-Syuan Hong,mle_bench
tabular-playground-series-mar-2022,5.928,Kensuke Yamamoto,mle_bench
tabular-playground-series-mar-2022,5.929,Chikov Alexander,mle_bench
tabular-playground-series-mar-2022,5.934,Triumph Card,mle_bench
tabular-playground-series-mar-2022,5.935,Yiming Liang,mle_bench
tabular-playground-series-mar-2022,5.936,rh,mle_bench
tabular-playground-series-mar-2022,5.937,Youri Matiounine,mle_bench
tabular-playground-series-mar-2022,5.941,Naoki Sugimura,mle_bench
tabular-playground-series-mar-2022,5.941,Nischay Dhankhar,mle_bench
tabular-playground-series-mar-2022,5.943,Charles Brunette,mle_bench
tabular-playground-series-mar-2022,5.944,Olga_Pleshakova,mle_bench
tabular-playground-series-mar-2022,5.944,Flyest,mle_bench
tabular-playground-series-mar-2022,5.945,PC Jimmmy,mle_bench
tabular-playground-series-mar-2022,5.947,keita shimizu,mle_bench
tabular-playground-series-mar-2022,5.948,Kunhee Kim,mle_bench
tabular-playground-series-mar-2022,5.948,Ali Mai,mle_bench
tabular-playground-series-apr-2022,0.99249,Dave E,mle_bench
tabular-playground-series-apr-2022,0.98984,Azzam Radman,mle_bench
tabular-playground-series-apr-2022,0.98952,VD Brothers,mle_bench
tabular-playground-series-apr-2022,0.98926,Youri Matiounine,mle_bench
tabular-playground-series-apr-2022,0.98866,Cabaxiom,mle_bench
tabular-playground-series-apr-2022,0.98782,Sebastian van Gerwen,mle_bench
tabular-playground-series-apr-2022,0.98778,Laurent Pourchot,mle_bench
tabular-playground-series-apr-2022,0.98742,Patrick Blackwill,mle_bench
tabular-playground-series-apr-2022,0.98704,Bannour chaker,mle_bench
tabular-playground-series-apr-2022,0.98694,kailai,mle_bench
tabular-playground-series-apr-2022,0.98662,stephan1999,mle_bench
tabular-playground-series-apr-2022,0.98656,_Kaira,mle_bench
tabular-playground-series-apr-2022,0.98621,Akmal Azzam o'g'li,mle_bench
tabular-playground-series-apr-2022,0.98620,Luong Quang Dung,mle_bench
tabular-playground-series-apr-2022,0.98603,Dmitry Uarov,mle_bench
tabular-playground-series-apr-2022,0.98583,MarcinStaśko,mle_bench
tabular-playground-series-apr-2022,0.98582,Patrick Chan,mle_bench
tabular-playground-series-apr-2022,0.98582,ozzy,mle_bench
tabular-playground-series-apr-2022,0.98536,Kaoru Honda,mle_bench
tabular-playground-series-apr-2022,0.98535,Andrew Schleiss,mle_bench
tabular-playground-series-may-2022,0.99833,The Team,mle_bench
tabular-playground-series-may-2022,0.99826,Joe Cooper,mle_bench
tabular-playground-series-may-2022,0.99826,Outatime,mle_bench
tabular-playground-series-may-2022,0.99825,Omar Bougacha,mle_bench
tabular-playground-series-may-2022,0.99824,Islam Tlupov,mle_bench
tabular-playground-series-may-2022,0.99824,Junichiro Morita,mle_bench
tabular-playground-series-may-2022,0.99824,Aman Singh,mle_bench
tabular-playground-series-may-2022,0.99824,Christophe Nicault,mle_bench
tabular-playground-series-may-2022,0.99824,DeeperNet,mle_bench
tabular-playground-series-may-2022,0.99824,SM,mle_bench
tabular-playground-series-may-2022,0.99823,Saumil agrawal,mle_bench
tabular-playground-series-may-2022,0.99823,kailai,mle_bench
tabular-playground-series-may-2022,0.99823,Abhishek Chowdhury,mle_bench
tabular-playground-series-may-2022,0.99823,[Deleted] d354832d-e287-419b-9796-997d5dcd77d2,mle_bench
tabular-playground-series-may-2022,0.99823,Glenn,mle_bench
tabular-playground-series-may-2022,0.99823,ehekatlact,mle_bench
tabular-playground-series-may-2022,0.99823,Cabaxiom,mle_bench
tabular-playground-series-may-2022,0.99823,Kush Trivedi,mle_bench
tabular-playground-series-may-2022,0.99823,C. Beaud,mle_bench
tabular-playground-series-may-2022,0.99822,Drawster & Momo,mle_bench
tabular-playground-series-jun-2022,0.83343,Sebastian van Gerwen,mle_bench
tabular-playground-series-jun-2022,0.83379,ArturRa,mle_bench
tabular-playground-series-jun-2022,0.83390,Patrick Chan,mle_bench
tabular-playground-series-jun-2022,0.83401,Ravi Ramakrishnan,mle_bench
tabular-playground-series-jun-2022,0.83402,PRASHANT SHUKLA91,mle_bench
tabular-playground-series-jun-2022,0.83426,D Justin,mle_bench
tabular-playground-series-jun-2022,0.83428,Rishiraj Acharya,mle_bench
tabular-playground-series-jun-2022,0.83429,Daru,mle_bench
tabular-playground-series-jun-2022,0.83430,Christophe Nicault,mle_bench
tabular-playground-series-jun-2022,0.83435,Shravan Kumar Koninti,mle_bench
tabular-playground-series-jun-2022,0.83444,[Deleted] 8f8c6b6b-1204-4402-ad38-6987690a4b66,mle_bench
tabular-playground-series-jun-2022,0.83455,Cabaxiom,mle_bench
tabular-playground-series-jun-2022,0.83459,Tevfik Erkut,mle_bench
tabular-playground-series-jun-2022,0.83461,C. Beaud,mle_bench
tabular-playground-series-jun-2022,0.83462,Ozzy,mle_bench
tabular-playground-series-jun-2022,0.83465,Islam Tlupov,mle_bench
tabular-playground-series-jun-2022,0.83465,kheti,mle_bench
tabular-playground-series-jun-2022,0.83465,Andrew Kuliga,mle_bench
tabular-playground-series-jun-2022,0.83467,Nick Potter,mle_bench
tabular-playground-series-jun-2022,0.83470,SM,mle_bench
tabular-playground-series-jul-2022,0.83130,Youri Matiounine,mle_bench
tabular-playground-series-jul-2022,0.82281,耶耶耶,mle_bench
tabular-playground-series-jul-2022,0.82258,maxsarmento,mle_bench
tabular-playground-series-jul-2022,0.82245,Ravi Ramakrishnan,mle_bench
tabular-playground-series-jul-2022,0.82214,CaiYusheng,mle_bench
tabular-playground-series-jul-2022,0.82197,Cabaxiom,mle_bench
tabular-playground-series-jul-2022,0.82194,Sawaimilert,mle_bench
tabular-playground-series-jul-2022,0.82173,C. Beaud,mle_bench
tabular-playground-series-jul-2022,0.82142,Pablo Prieri,mle_bench
tabular-playground-series-jul-2022,0.82131,des.,mle_bench
tabular-playground-series-jul-2022,0.82116,Ram Jas Maurya,mle_bench
tabular-playground-series-jul-2022,0.82112,D Justin,mle_bench
tabular-playground-series-jul-2022,0.82107,RM1000,mle_bench
tabular-playground-series-jul-2022,0.82084,Tevfik Erkut,mle_bench
tabular-playground-series-jul-2022,0.82084,Christophe Nicault,mle_bench
tabular-playground-series-jul-2022,0.82082,RomainBdt,mle_bench
tabular-playground-series-jul-2022,0.82075,sejoong.kim,mle_bench
tabular-playground-series-jul-2022,0.82074,Kush Trivedi,mle_bench
tabular-playground-series-jul-2022,0.82072,Abdalrahman Shahrour,mle_bench
tabular-playground-series-jul-2022,0.82072,Ali Abdin,mle_bench
tabular-playground-series-aug-2022,0.59128,russell gilbert,mle_bench
tabular-playground-series-aug-2022,0.59118,levin,mle_bench
tabular-playground-series-aug-2022,0.59116,Bazinga,mle_bench
tabular-playground-series-aug-2022,0.59113,Louis,mle_bench
tabular-playground-series-aug-2022,0.59110,Satish Chandra Gupta,mle_bench
tabular-playground-series-aug-2022,0.59108,alvinleenh,mle_bench
tabular-playground-series-aug-2022,0.59105,Amrit Sarkar,mle_bench
tabular-playground-series-aug-2022,0.59105,Robert Stockton,mle_bench
tabular-playground-series-aug-2022,0.59105,Sawaimilert,mle_bench
tabular-playground-series-aug-2022,0.59103,stephan1999,mle_bench
tabular-playground-series-aug-2022,0.59103,Laurent Pourchot,mle_bench
tabular-playground-series-aug-2022,0.59101,MathJets,mle_bench
tabular-playground-series-aug-2022,0.59098,Gui Baraúna,mle_bench
tabular-playground-series-aug-2022,0.59098,Black list,mle_bench
tabular-playground-series-aug-2022,0.59095,Mohamed Magdy,mle_bench
tabular-playground-series-aug-2022,0.59094,Nikhil Ojha,mle_bench
tabular-playground-series-aug-2022,0.59087,KaggleSRL,mle_bench
tabular-playground-series-aug-2022,0.59085,Yungi Hwang,mle_bench
tabular-playground-series-aug-2022,0.59083,Michael Mellinger,mle_bench
tabular-playground-series-aug-2022,0.59082,Spiritmilk,mle_bench
tabular-playground-series-sep-2022,4.28129,TeamBeginner,mle_bench
tabular-playground-series-sep-2022,4.32829,Akmal Azzam o'g'li,mle_bench
tabular-playground-series-sep-2022,4.33339,Patrick Blackwill,mle_bench
tabular-playground-series-sep-2022,4.35953,MD Shariful Islam,mle_bench
tabular-playground-series-sep-2022,4.35953,om_v.,mle_bench
tabular-playground-series-sep-2022,4.35953,RITREX,mle_bench
tabular-playground-series-sep-2022,4.35953,Gabriel Akinbiyi,mle_bench
tabular-playground-series-sep-2022,4.40507,David Haslam,mle_bench
tabular-playground-series-sep-2022,4.54975,room722,mle_bench
tabular-playground-series-sep-2022,4.60999,aldparis,mle_bench
tabular-playground-series-sep-2022,4.64155,🦍 🦍 🦍 TEFO 🦍 🦍 🦍,mle_bench
tabular-playground-series-sep-2022,4.88208,Rare Book,mle_bench
tabular-playground-series-sep-2022,4.89021,Mikail Duzenli,mle_bench
tabular-playground-series-sep-2022,4.92191,Huanghuang & Chocolate,mle_bench
tabular-playground-series-sep-2022,4.92291,Pung Qynn,mle_bench
tabular-playground-series-sep-2022,4.93772,Born2Overfit,mle_bench
tabular-playground-series-sep-2022,4.95478,Fabbasso,mle_bench
tabular-playground-series-sep-2022,4.95569,Pomiro,mle_bench
tabular-playground-series-sep-2022,4.96388,Henry Javier,mle_bench
tabular-playground-series-sep-2022,5.02040,Robert Stockton,mle_bench
tabular-playground-series-oct-2022,0.18108,TomasVdB,mle_bench
tabular-playground-series-oct-2022,0.18121,Pomiro,mle_bench
tabular-playground-series-oct-2022,0.18136,Fabian Bong,mle_bench
tabular-playground-series-oct-2022,0.18138,Joe Cooper,mle_bench
tabular-playground-series-oct-2022,0.18156,Ravi Ramakrishnan,mle_bench
tabular-playground-series-oct-2022,0.18162,Michael,mle_bench
tabular-playground-series-oct-2022,0.18165,Aman Singh,mle_bench
tabular-playground-series-oct-2022,0.18168,C. Beaud,mle_bench
tabular-playground-series-oct-2022,0.18168,Alexander Ryzhkov,mle_bench
tabular-playground-series-oct-2022,0.18169,Patrick Blackwill,mle_bench
tabular-playground-series-oct-2022,0.18169,Mathurin Aché,mle_bench
tabular-playground-series-oct-2022,0.18170,Cristian Sanabria,mle_bench
tabular-playground-series-oct-2022,0.18176,EllMos,mle_bench
tabular-playground-series-oct-2022,0.18178,Sky_Sky_1359,mle_bench
tabular-playground-series-oct-2022,0.18180,Ahmed El Fazouani,mle_bench
tabular-playground-series-oct-2022,0.18180,John Mitchell,mle_bench
tabular-playground-series-oct-2022,0.18182,Gaju Ahmed,mle_bench
tabular-playground-series-oct-2022,0.18183,Pranay Joshi,mle_bench
tabular-playground-series-oct-2022,0.18185,sakdipat ontoum,mle_bench
tabular-playground-series-oct-2022,0.18186,stplgk,mle_bench
tabular-playground-series-nov-2022,0.51845,🌪,mle_bench
tabular-playground-series-nov-2022,0.51852,Cristian Sanabria,mle_bench
tabular-playground-series-nov-2022,0.51867,guoyaobit,mle_bench
tabular-playground-series-nov-2022,0.51867,David Guoliang,mle_bench
tabular-playground-series-nov-2022,0.51878,Bihuafafa,mle_bench
tabular-playground-series-nov-2022,0.51888,Wenchen Zhu,mle_bench
tabular-playground-series-nov-2022,0.51892,MPWARE,mle_bench
tabular-playground-series-nov-2022,0.51895,Pablo Prieri,mle_bench
tabular-playground-series-nov-2022,0.51906,Patrick Blackwill,mle_bench
tabular-playground-series-nov-2022,0.51909,Zuoyu Miao,mle_bench
tabular-playground-series-nov-2022,0.51910,hisa koro,mle_bench
tabular-playground-series-nov-2022,0.51910,andrekos,mle_bench
tabular-playground-series-nov-2022,0.51911,Mehran Kazeminia,mle_bench
tabular-playground-series-nov-2022,0.51912,khursani,mle_bench
tabular-playground-series-nov-2022,0.51912,Tetsuya Sasaki,mle_bench
tabular-playground-series-nov-2022,0.51914,Pietro Maldini,mle_bench
tabular-playground-series-nov-2022,0.51915,Izzan Silmi A.,mle_bench
tabular-playground-series-nov-2022,0.51915,Loick Chambon,mle_bench
tabular-playground-series-nov-2022,0.51917,Ming Shen,mle_bench
tabular-playground-series-nov-2022,0.51917,QPM,mle_bench
playground-series-s3e1,0.55224,Kirderf,mle_bench
playground-series-s3e1,0.55274,jcerpent,mle_bench
playground-series-s3e1,0.55292,NY,mle_bench
playground-series-s3e1,0.55294,Tabular Tabular Tabular,mle_bench
playground-series-s3e1,0.55297,Satya,mle_bench
playground-series-s3e1,0.55303,C. Beaud,mle_bench
playground-series-s3e1,0.55351,Users,mle_bench
playground-series-s3e1,0.55353,IAMSB,mle_bench
playground-series-s3e1,0.55359,Ioannis M,mle_bench
playground-series-s3e1,0.55363,Sergey Saharovskiy,mle_bench
playground-series-s3e1,0.55368,Samuel Cortinhas,mle_bench
playground-series-s3e1,0.55373,Mathurin Aché,mle_bench
playground-series-s3e1,0.55377,Craig Thomas,mle_bench
playground-series-s3e1,0.55380,Cyril Bourgeois,mle_bench
playground-series-s3e1,0.55396,Numanynklr,mle_bench
playground-series-s3e1,0.55410,OmarVivas,mle_bench
playground-series-s3e1,0.55412,Tevfik Erkut,mle_bench
playground-series-s3e1,0.55415,Oleg Melnik,mle_bench
playground-series-s3e1,0.55428,stplgk,mle_bench
playground-series-s3e1,0.55430,Siddharth Dhawan,mle_bench
playground-series-s3e2,0.90085,Robert Kirk DeLisle,mle_bench
playground-series-s3e2,0.90075,Hardy Xu,mle_bench
playground-series-s3e2,0.90037,csLeet,mle_bench
playground-series-s3e2,0.90003,Akahachi,mle_bench
playground-series-s3e2,0.90002,Jose Cáliz,mle_bench
playground-series-s3e2,0.89945,Viktor Taran,mle_bench
playground-series-s3e2,0.89943,Liam Presland,mle_bench
playground-series-s3e2,0.89921,k0-takahashi,mle_bench
playground-series-s3e2,0.89916,movingon,mle_bench
playground-series-s3e2,0.89916,Bernhard Klinger,mle_bench
playground-series-s3e2,0.89914,Patrick Ashford,mle_bench
playground-series-s3e2,0.89906,mid fekar,mle_bench
playground-series-s3e2,0.89899,Brendan Moore,mle_bench
playground-series-s3e2,0.89885,Jacopo Repossi,mle_bench
playground-series-s3e2,0.89884,Charles Le Bourhis,mle_bench
playground-series-s3e2,0.89880,Moulik Dayal,mle_bench
playground-series-s3e2,0.89854,Akio Onodera,mle_bench
playground-series-s3e2,0.89851,健太郎三枝,mle_bench
playground-series-s3e2,0.89845,Famiyu Naodo,mle_bench
playground-series-s3e2,0.89843,Chris Chia,mle_bench
playground-series-s3e3,0.90185,Bill Cruise,mle_bench
playground-series-s3e3,0.90178,Prasad,mle_bench
playground-series-s3e3,0.90146,Cup of Dim,mle_bench
playground-series-s3e3,0.90144,Saumil Agrawal,mle_bench
playground-series-s3e3,0.90120,JorgeFS,mle_bench
playground-series-s3e3,0.90119,DLI,mle_bench
playground-series-s3e3,0.90073,Ashish Kumar,mle_bench
playground-series-s3e3,0.90063,Robert Kirk DeLisle,mle_bench
playground-series-s3e3,0.90062,Yessine Zghal,mle_bench
playground-series-s3e3,0.90056,jaouadT,mle_bench
playground-series-s3e3,0.90052,tharun_nayak14,mle_bench
playground-series-s3e3,0.90029,@kaggleqrdl,mle_bench
playground-series-s3e3,0.90022,BananaLoaf,mle_bench
playground-series-s3e3,0.89991,Matt OP,mle_bench
playground-series-s3e3,0.89988,InTheNameOfLove,mle_bench
playground-series-s3e3,0.89985,Kirderf,mle_bench
playground-series-s3e3,0.89961,Ivan Sedov,mle_bench
playground-series-s3e3,0.89956,Svyatoslav Grechnikov,mle_bench
playground-series-s3e3,0.89955,Thai Ha Dang,mle_bench
playground-series-s3e3,0.89955,SURA,mle_bench
playground-series-s3e4,0.83268,Dmitry,mle_bench
playground-series-s3e4,0.83238,Numanynklr,mle_bench
playground-series-s3e4,0.83163,Ollie Kemp,mle_bench
